time,open,high,low,close,volume
2014-01-08,87.0,90.0,80.05000305175781,81.0,180109.0
2014-01-09,80.44000244140625,80.44000244140625,77.0,78.5,178029.0
2014-01-10,79.5,79.5,73.02999877929688,74.5,93625.0
2014-01-13,75.33999633789062,76.0,75.33999633789062,74.5,57134.0
2014-01-14,75.91000366210938,76.0,73.5,74.5,38579.0
2014-01-15,75.91000366210938,75.97000122070312,75.91000366210938,74.5,9387.0
2014-01-16,75.97000122070312,75.97000122070312,74.0,74.5,6273.0
2014-01-17,75.97000122070312,76.0,73.98999786376953,73.5,59955.0
2014-01-20,73.98999786376953,74.0,72.05999755859375,73.0,33944.0
2014-01-21,73.95999908447266,74.0,72.25,73.0,25445.0
2014-01-22,73.9800033569336,73.9800033569336,72.25,73.0,8343.0
2014-01-23,73.83999633789062,73.83999633789062,73.0,73.0,8272.0
2014-01-24,72.25,73.83999633789062,72.25,73.0,6279.0
2014-01-27,73.83999633789062,73.83999633789062,72.25,72.5,9241.0
2014-01-28,74.0,74.0,74.0,72.5,20610.0
2014-01-29,74.0,74.0,71.25,72.5,20213.0
2014-01-30,71.25,72.0,70.1500015258789,71.0,16869.0
2014-01-31,72.0,72.0,70.25,71.0,5110.0
2014-02-03,72.0,72.0,70.30000305175781,71.0,25628.0
2014-02-04,72.0,72.0,71.0,71.0,10137.0
2014-02-05,72.0,77.0,72.0,76.0,11082.0
2014-02-06,77.0,79.0,77.0,77.0,50792.0
2014-02-07,79.0,79.0,79.0,77.0,11534.0
2014-02-10,79.0,79.0,75.0,76.0,15944.0
2014-02-11,76.0,76.0,76.0,76.0,2472.0
2014-02-12,77.0,77.0,76.0,76.0,5103.0
2014-02-13,75.91999816894531,77.0,75.91999816894531,76.0,1452.0
2014-02-14,77.0,77.0,75.23999786376953,76.0,4804.0
2014-02-17,77.0,77.0,73.5999984741211,73.5,13315.0
2014-02-18,75.0,75.0,75.0,73.5,7886.0
2014-02-19,75.0,75.0,75.0,73.5,1118.0
2014-02-20,73.5,73.5,73.5,73.5,0.0
2014-02-21,75.0,75.0,75.0,73.5,9271.0
2014-02-24,75.0,75.0,73.0,73.5,38773.0
2014-02-25,75.0,75.0,75.0,73.5,12729.0
2014-02-26,73.0,73.0,73.0,73.5,9093.0
2014-02-27,75.0,75.0,75.0,73.5,3304.0
2014-02-28,73.5,73.5,73.5,73.5,0.0
2014-03-03,73.5,75.0,73.0,73.5,7584.0
2014-03-04,75.0,75.0,75.0,73.5,3314.0
2014-03-05,75.0,75.0,73.0,73.5,4313.0
2014-03-06,75.0,75.0,72.14800262451172,73.5,12079.0
2014-03-07,73.0,73.0,73.0,73.5,1000.0
2014-03-10,73.0,75.0,73.0,73.5,11219.0
2014-03-11,75.0,75.0,75.0,73.5,2958.0
2014-03-12,73.5,73.5,73.5,73.5,0.0
2014-03-13,73.47000122070312,74.0,73.47000122070312,73.0,9973.0
2014-03-14,73.69999694824219,73.69999694824219,72.0,72.5,4453.0
2014-03-17,73.5,73.5,72.47000122070312,72.5,7129.0
2014-03-18,71.46700286865234,73.0,71.46700286865234,71.5,4928.0
2014-03-19,73.0,73.0,73.0,71.5,2761.0
2014-03-20,71.52999877929688,72.5,71.5,71.5,9094.0
2014-03-21,71.5,71.5,71.5,71.5,0.0
2014-03-24,72.5,72.5,72.5,71.5,66.0
2014-03-25,70.51000213623047,72.5,70.0,71.5,2774.0
2014-03-26,71.5,71.5,71.5,71.5,0.0
2014-03-27,72.5,73.0,72.5,71.5,9749.0
2014-03-28,71.5,71.5,71.5,71.5,25310.0
2014-03-31,71.5,72.9000015258789,70.5,71.5,43795.0
2014-04-01,75.0,75.0,71.0,72.5,8180.0
2014-04-02,75.0,75.0,75.0,73.5,11312.0
2014-04-03,73.5,77.0,73.75,75.0,2763.0
2014-04-04,74.19999694824219,74.19999694824219,74.19999694824219,75.0,2500.0
2014-04-07,77.0,77.0,73.5,75.0,8078.0
2014-04-08,73.4000015258789,73.4000015258789,73.4000015258789,74.0,13853.0
2014-04-09,77.94999694824219,77.94999694824219,73.0,75.5,1574.0
2014-04-10,77.75,77.75,77.4000015258789,75.5,3894.0
2014-04-11,77.4000015258789,77.4000015258789,73.0,75.0,30952.0
2014-04-14,73.08000183105469,77.0,73.08000183105469,75.0,724.0
2014-04-15,76.08000183105469,76.08000183105469,73.072998046875,75.0,2910.0
2014-04-16,73.0,77.0,73.0,75.0,8644.0
2014-04-17,76.0,77.0,73.25,75.0,17351.0
2014-04-22,75.0,75.0,75.0,75.0,0.0
2014-04-23,77.0,77.0,73.25,75.0,994.0
2014-04-24,74.0,74.0,74.0,75.0,8796.0
2014-04-25,74.0,74.0,73.0999984741211,75.0,8805.0
2014-04-28,73.08200073242188,73.0999984741211,73.08200073242188,75.0,2100.0
2014-04-29,75.0,75.0,75.0,75.0,0.0
2014-04-30,75.0,75.0,75.0,75.0,0.0
2014-05-01,76.94000244140625,77.0,73.0,75.0,14688.0
2014-05-02,77.0,77.0,73.87999725341797,75.0,30738.0
2014-05-06,77.0,77.0,73.5999984741211,75.0,3581.0
2014-05-07,77.0,77.0,77.0,75.5,56700.0
2014-05-08,80.0,80.0,76.12000274658203,78.0,7486.0
2014-05-09,80.0,80.0,80.0,78.0,61.0
2014-05-12,80.0,80.0,80.0,78.0,47.0
2014-05-13,80.0,80.0,80.0,77.5,40000.0
2014-05-14,76.08999633789062,76.08999633789062,75.13999938964844,76.0,4717.0
2014-05-15,75.05999755859375,75.05999755859375,74.0,74.5,4996.0
2014-05-16,74.5,74.5,74.5,74.5,0.0
2014-05-19,72.2750015258789,72.2750015258789,72.2750015258789,74.0,4137.0
2014-05-20,74.0,74.0,74.0,74.0,0.0
2014-05-21,73.0,73.0,73.0,74.0,1932.0
2014-05-22,73.0,73.0,73.0,74.0,2954.0
2014-05-23,76.0,76.0,76.0,76.0,65.0
2014-05-27,73.0,73.0,73.0,74.0,2978.0
2014-05-28,74.0,74.0,74.0,74.0,0.0
2014-05-29,74.0,74.0,74.0,74.0,0.0
2014-05-30,73.0,75.99800109863281,72.05999755859375,73.5,7040.0
2014-06-02,73.5,73.5,73.5,73.5,0.0
2014-06-03,73.52999877929688,73.52999877929688,73.52999877929688,73.5,2039.0
2014-06-04,72.0,72.0,70.0,71.5,12000.0
2014-06-05,72.54900360107422,72.54900360107422,71.52999877929688,71.5,5012.0
2014-06-06,71.5,71.5,71.5,71.5,0.0
2014-06-09,70.0,72.0,68.0,70.5,2393.0
2014-06-10,70.55000305175781,70.55000305175781,70.55000305175781,70.5,479.0
2014-06-11,70.5,70.5,70.5,70.5,2500.0
2014-06-12,70.5,70.5,70.5,70.5,0.0
2014-06-13,68.0,70.55000305175781,68.0,70.5,15886.0
2014-06-16,68.0,68.04000091552734,66.0,67.0,27966.0
2014-06-17,65.0,65.0,65.0,66.0,30000.0
2014-06-18,65.0,66.5,65.0,65.5,2063.0
2014-06-19,65.0,65.22000122070312,63.099998474121094,66.0,6220.0
2014-06-20,66.04000091552734,66.04000091552734,66.04000091552734,66.0,3205.0
2014-06-23,66.0,66.0,66.0,66.0,0.0
2014-06-24,64.0,64.0,64.0,66.0,650.0
2014-06-25,64.0,64.0,55.0,56.0,43101.0
2014-06-26,54.040000915527344,54.040000915527344,54.0,56.0,3331.0
2014-06-27,55.0,55.0,55.0,56.0,30.0
2014-06-30,55.0,55.0,55.0,56.0,644.0
2014-07-01,55.0,55.0,55.0,56.0,1298.0
2014-07-02,55.0,55.0,55.0,56.0,2825.0
2014-07-03,55.0,56.5,55.0,56.0,4983.0
2014-07-04,56.470001220703125,56.470001220703125,56.470001220703125,56.0,5000.0
2014-07-07,56.5,56.5,55.0,56.5,2434.0
2014-07-08,56.5,61.5,56.0,59.0,179870.0
2014-07-09,59.79999923706055,60.5,57.0,59.0,105855.0
2014-07-10,59.720001220703125,59.720001220703125,55.0,56.5,60003.0
2014-07-11,55.0,56.400001525878906,54.0,56.0,35537.0
2014-07-14,56.0,56.0,55.0,56.0,22552.0
2014-07-15,56.380001068115234,56.380001068115234,54.0,56.0,27235.0
2014-07-16,55.0,57.0,55.0,56.0,68864.0
2014-07-17,56.0,56.0,56.0,56.0,0.0
2014-07-18,55.0,56.02000045776367,55.0,56.0,4547.0
2014-07-21,56.5,56.5,56.5,56.5,0.0
2014-07-22,56.349998474121094,57.0,56.0,56.0,25352.0
2014-07-23,55.0,55.0,55.0,55.5,2511.0
2014-07-24,55.5099983215332,55.5099983215332,55.0,55.5,1767.0
2014-07-25,55.5,55.5,55.5,55.5,1000.0
2014-07-28,55.4900016784668,55.4900016784668,55.4900016784668,55.5,20603.0
2014-07-29,55.0,55.45000076293945,55.0,55.5,31874.0
2014-07-30,55.45000076293945,55.45000076293945,55.0,55.5,4454.0
2014-07-31,55.45000076293945,55.45000076293945,55.45000076293945,56.0,10000.0
2014-08-01,55.97999954223633,55.97999954223633,55.0,56.0,8123.0
2014-08-04,55.900001525878906,55.900001525878906,55.0,55.5,15496.0
2014-08-05,55.5,55.5,55.5,55.5,0.0
2014-08-06,55.0,55.0,53.0,54.5,32719.0
2014-08-07,54.529998779296875,54.529998779296875,54.529998779296875,54.5,30.0
2014-08-08,53.0,54.5,52.0,54.5,18953.0
2014-08-11,53.0,55.0,53.0,54.5,3044.0
2014-08-12,54.5,54.5,54.5,54.5,225.0
2014-08-13,54.5,54.5,54.5,54.5,0.0
2014-08-14,54.5,54.5,54.5,54.5,180.0
2014-08-15,54.5,54.5,54.5,54.5,0.0
2014-08-18,54.5,54.5,54.5,54.5,0.0
2014-08-19,54.5,54.5,54.5,54.5,0.0
2014-08-20,54.5,54.5,54.5,54.5,0.0
2014-08-21,54.5,54.5,54.5,54.5,366.0
2014-08-22,54.5,54.5,54.5,54.5,5493.0
2014-08-26,55.0,55.0,55.0,54.5,272.0
2014-08-27,54.529998779296875,54.529998779296875,54.529998779296875,54.5,200.0
2014-08-28,53.0,54.529998779296875,53.0,54.5,13119.0
2014-08-29,54.5,54.5,54.5,54.5,0.0
2014-09-01,54.529998779296875,54.529998779296875,53.0,54.5,19104.0
2014-09-02,53.0,53.0,53.0,54.0,2653.0
2014-09-03,52.0,52.0,52.0,54.0,1618.0
2014-09-04,54.0,54.0,54.0,54.0,0.0
2014-09-05,54.0,54.0,54.0,54.0,0.0
2014-09-08,54.0,54.0,54.0,54.0,3125.0
2014-09-09,53.900001525878906,54.5,53.900001525878906,54.0,9358.0
2014-09-10,54.0,54.0,54.0,54.0,0.0
2014-09-11,54.029998779296875,54.029998779296875,52.0,54.0,25026.0
2014-09-12,52.0,52.0,52.0,54.0,1000.0
2014-09-15,52.0,52.0,52.0,54.0,5116.0
2014-09-16,54.0,54.0,54.0,54.0,6600.0
2014-09-17,51.0,53.91999816894531,51.0,54.0,35921.0
2014-09-18,54.0,54.0,54.0,54.0,0.0
2014-09-19,54.0,54.0,54.0,54.0,0.0
2014-09-22,54.0,53.900001525878906,53.900001525878906,54.0,130.0
2014-09-23,53.900001525878906,53.900001525878906,53.900001525878906,54.0,1099.0
2014-09-24,53.0,53.0,53.0,54.0,6522.0
2014-09-25,53.0,55.5,53.0,54.0,232540.0
2014-09-26,53.0,53.0,53.0,54.0,2606.0
2014-09-29,54.0,53.91999816894531,52.0,54.0,29935.0
2014-09-30,53.5,53.349998474121094,52.0,53.5,5968.0
2014-10-01,53.5,53.29999923706055,48.0,53.5,34652.0
2014-10-02,53.5,53.5,53.5,53.5,0.0
2014-10-03,53.20000076293945,53.20000076293945,50.025001525878906,53.5,7542.0
2014-10-06,52.25,53.0,52.0,53.5,17000.0
2014-10-07,53.5,53.0,52.84000015258789,53.5,1222.0
2014-10-08,53.5,53.0,52.79999923706055,53.5,12446.0
2014-10-09,53.0,53.0,50.0,53.5,73809.0
2014-10-10,53.5,53.5,53.5,53.5,0.0
2014-10-13,53.5,52.75,52.75,53.5,640.0
2014-10-14,53.5,53.5,53.5,53.5,0.0
2014-10-15,52.70000076293945,52.70000076293945,52.70000076293945,53.5,926.0
2014-10-16,50.0,52.0,50.0,52.0,42999.0
2014-10-17,50.5,50.5,50.5,52.0,483.0
2014-10-20,50.5,50.5,44.0,50.0,124702.0
2014-10-21,47.0,47.0,46.0,47.5,99004.0
2014-10-22,45.025001525878906,45.025001525878906,45.025001525878906,47.5,1000.0
2014-10-23,45.0,45.0,45.0,47.5,1233.0
2014-10-24,47.400001525878906,47.400001525878906,46.75,47.5,27352.0
2014-10-27,47.54999923706055,47.54999923706055,47.54999923706055,47.5,2000.0
2014-10-28,44.689998626708984,45.0,43.0,44.5,43000.0
2014-10-29,44.0,44.0,44.0,44.5,454.0
2014-10-30,44.099998474121094,44.099998474121094,41.77799987792969,44.0,10763.0
2014-10-31,44.02000045776367,44.02000045776367,40.77799987792969,44.0,10250.0
2014-11-03,44.02000045776367,44.02000045776367,40.0,44.0,30200.0
2014-11-04,43.0,43.0,43.0,44.0,14000.0
2014-11-05,43.0,43.0,42.0,41.5,10581.0
2014-11-06,41.0,41.0,41.0,41.5,270.0
2014-11-07,41.0,41.0,38.099998474121094,40.5,26148.0
2014-11-10,39.900001525878906,40.5,39.0,40.5,18426.0
2014-11-11,40.04999923706055,40.04999923706055,40.04999923706055,40.5,3780.0
2014-11-12,39.0,39.0,38.099998474121094,40.0,15900.0
2014-11-13,39.0,39.0,36.0,37.5,36088.0
2014-11-14,36.0,36.529998779296875,35.0,36.5,34365.0
2014-11-17,35.0,38.0,35.0,36.0,24484.0
2014-11-18,36.0,34.0,34.0,36.0,5574.0
2014-11-19,36.040000915527344,36.040000915527344,34.0,35.0,14912.0
2014-11-20,35.34400177001953,35.34400177001953,35.34400177001953,36.5,27000.0
2014-11-21,35.0,35.040000915527344,35.0,36.0,20000.0
2014-11-24,36.040000915527344,36.040000915527344,34.0,36.0,9900.0
2014-11-25,32.29999923706055,32.29999923706055,32.29999923706055,36.0,10000.0
2014-11-26,34.0,34.20000076293945,34.0,36.0,2257.0
2014-11-27,36.0,36.0,36.0,36.0,0.0
2014-11-28,34.20000076293945,34.20000076293945,32.0,36.0,25700.0
2014-12-01,34.0,38.0,34.0,36.0,59722.0
2014-12-02,34.0,34.0,32.0,35.0,22187.0
2014-12-03,33.0,33.0,33.0,35.0,3822.0
2014-12-04,33.0,33.0,33.0,35.0,17144.0
2014-12-05,33.0,33.0,33.0,35.0,11244.0
2014-12-08,33.0,33.0,33.0,35.0,5000.0
2014-12-09,33.0,34.5,33.0,35.0,4617.0
2014-12-10,32.0,33.0,33.0,35.0,7727.0
2014-12-11,33.0,33.0,33.0,35.0,1500.0
2014-12-12,35.0,35.0,35.0,35.0,0.0
2014-12-15,33.0,34.5,33.0,34.5,61000.0
2014-12-16,32.0,33.5,32.0,34.5,7815.0
2014-12-17,32.400001525878906,32.400001525878906,32.0,34.5,6500.0
2014-12-18,32.0,32.0,32.0,33.5,7132.0
2014-12-19,33.0,33.0,32.0,33.5,11000.0
2014-12-22,32.95000076293945,32.95000076293945,32.0,33.5,7200.0
2014-12-23,32.0,32.0,31.0,33.0,10000.0
2014-12-24,31.0,31.0,30.0,32.0,19025.0
2014-12-29,32.0,32.0,32.0,32.0,0.0
2014-12-30,28.0,29.739999771118164,28.0,29.5,83508.0
2014-12-31,27.0,29.0,27.0,29.5,93642.0
2015-01-02,29.0,29.0,29.0,29.5,514.0
2015-01-05,29.510000228881836,29.510000228881836,29.510000228881836,29.5,6524.0
2015-01-06,28.0,28.0,28.0,29.0,16000.0
2015-01-07,28.950000762939453,28.950000762939453,28.950000762939453,29.0,10000.0
2015-01-08,28.0,28.0,25.0,27.5,7021.0
2015-01-09,27.549999237060547,30.0,25.0,28.0,96386.0
2015-01-12,26.020000457763672,29.520000457763672,26.020000457763672,28.0,7103.0
2015-01-13,26.100000381469727,29.520000457763672,26.100000381469727,28.0,2380.0
2015-01-14,29.5,29.5,26.0,28.0,19152.0
2015-01-15,26.5,26.5,26.0,28.0,337500.0
2015-01-16,26.0,26.0,26.0,28.0,10000.0
2015-01-19,28.0,28.0,28.0,28.0,330.0
2015-01-20,28.0,28.0,26.0,28.0,2299.0
2015-01-21,26.0,26.0,26.0,28.0,10017.0
2015-01-22,28.0,28.0,28.0,28.0,0.0
2015-01-23,29.0,29.0,25.0,26.5,22113.0
2015-01-26,26.5,26.5,26.5,26.5,0.0
2015-01-27,26.5,26.5,26.5,26.5,0.0
2015-01-28,28.0,30.0,28.0,29.5,35171.0
2015-01-29,30.790000915527344,30.790000915527344,26.0,27.5,61504.0
2015-01-30,26.0,26.950000762939453,25.0,26.5,11767.0
2015-02-02,26.799999237060547,26.799999237060547,26.799999237060547,26.5,11217.0
2015-02-03,26.5,26.5,26.5,26.5,0.0
2015-02-04,25.5,28.5,25.5,27.0,203235.0
2015-02-05,25.059999465942383,25.5,25.059999465942383,26.5,10388.0
2015-02-06,27.3700008392334,27.3700008392334,25.030000686645508,26.5,19156.0
2015-02-09,25.0,27.299999237060547,25.0,26.5,3507.0
2015-02-10,25.0,25.0,25.0,26.5,6000.0
2015-02-11,27.299999237060547,27.299999237060547,25.0,26.5,10469.0
2015-02-12,25.0,27.0,25.0,26.5,12898.0
2015-02-13,25.0,25.0,25.0,26.5,11141.0
2015-02-16,26.934999465942383,26.934999465942383,26.700000762939453,26.5,25332.0
2015-02-17,25.049999237060547,27.0,25.0,26.5,13317.0
2015-02-18,25.0,27.0,25.0,26.5,7049.0
2015-02-19,27.0,27.0,27.0,26.5,1300.0
2015-02-20,25.0,25.0,25.0,26.5,1367.0
2015-02-23,26.5,26.5,26.5,26.5,0.0
2015-02-24,24.0,24.0,24.0,26.0,12500.0
2015-02-25,24.0,26.0,24.0,26.0,27951.0
2015-02-26,24.0,24.0,24.0,26.0,3948.0
2015-02-27,25.799999237060547,25.799999237060547,23.0,26.0,17262.0
2015-03-02,25.0,25.0,25.0,26.0,800.0
2015-03-03,24.450000762939453,24.450000762939453,21.0,23.0,54717.0
2015-03-04,23.290000915527344,23.290000915527344,19.139999389648438,22.0,45242.0
2015-03-05,21.0,21.0,21.0,21.0,4046.0
2015-03-06,20.0,21.020000457763672,20.0,21.0,31000.0
2015-03-09,21.450000762939453,21.450000762939453,20.959999084472656,21.0,1274.0
2015-03-10,20.959999084472656,20.959999084472656,20.959999084472656,21.0,4718.0
2015-03-11,21.0,21.0,21.0,21.0,0.0
2015-03-12,20.0,20.0,20.0,21.0,2923.0
2015-03-13,21.020000457763672,21.020000457763672,20.0,21.0,4946.0
2015-03-16,20.959999084472656,20.959999084472656,13.0,18.5,119364.0
2015-03-17,18.440000534057617,18.440000534057617,18.440000534057617,19.0,16209.0
2015-03-18,19.0,19.0,19.0,19.0,0.0
2015-03-19,18.0,18.200000762939453,18.0,19.0,31144.0
2015-03-20,19.0,19.0,19.0,19.0,0.0
2015-03-23,19.0,19.0,19.0,19.0,0.0
2015-03-24,18.399999618530273,18.399999618530273,16.0,18.0,80214.0
2015-03-25,18.0,18.0,18.0,18.0,0.0
2015-03-26,18.0,18.0,18.0,18.0,0.0
2015-03-27,16.0,16.0,16.0,18.0,419.0
2015-03-30,17.0,17.0,17.0,18.0,470.0
2015-03-31,16.0,16.0,16.0,18.0,6709.0
2015-04-01,16.0,16.0,16.0,18.0,750.0
2015-04-02,16.0,17.0,16.0,18.0,39060.0
2015-04-07,16.0,17.399999618530273,16.0,18.0,2637.0
2015-04-08,16.010000228881836,18.509000778198242,16.010000228881836,18.0,103170.0
2015-04-09,17.399999618530273,20.0,17.399999618530273,18.0,5359.0
2015-04-10,17.299999237060547,17.959999084472656,17.299999237060547,18.0,51000.0
2015-04-13,17.299999237060547,17.299999237060547,17.299999237060547,18.0,521.0
2015-04-14,16.0,16.0,16.0,18.0,18523.0
2015-04-15,17.299999237060547,17.299999237060547,17.299999237060547,18.0,2867.0
2015-04-16,18.0,18.0,18.0,18.0,0.0
2015-04-17,18.0,18.0,18.0,18.0,0.0
2015-04-20,18.0,18.0,18.0,18.0,0.0
2015-04-21,18.0,18.0,18.0,18.0,0.0
2015-04-22,19.15999984741211,19.15999984741211,19.15999984741211,18.0,26030.0
2015-04-23,18.0,18.0,18.0,18.0,0.0
2015-04-24,19.0,19.510000228881836,18.040000915527344,18.0,115334.0
2015-04-27,18.0,18.0,18.0,18.0,0.0
2015-04-28,16.040000915527344,16.040000915527344,16.040000915527344,18.0,522.0
2015-04-29,16.0,16.0,16.0,18.0,12500.0
2015-04-30,16.059999465942383,19.0,16.059999465942383,18.0,651.0
2015-05-01,19.0,19.799999237060547,19.0,18.5,41103.0
2015-05-05,17.5,17.5,17.5,18.5,1351.0
2015-05-06,18.5,18.5,18.5,18.5,0.0
2015-05-07,20.030000686645508,21.0,18.0,20.0,43281.0
2015-05-08,20.0,20.0,20.0,20.0,0.0
2015-05-11,18.0,21.0,18.0,20.0,8205.0
2015-05-12,18.0,18.25,18.0,19.5,7739.0
2015-05-13,16.0,16.0,16.0,18.5,50000.0
2015-05-14,18.5,18.5,18.5,18.5,0.0
2015-05-15,18.5,18.5,18.5,18.5,0.0
2015-05-18,18.5,18.5,18.5,18.5,0.0
2015-05-19,17.0,17.0,17.0,18.0,5032.0
2015-05-20,17.5,17.5,17.5,18.0,5642.0
2015-05-21,18.479999542236328,18.823999404907227,17.0,18.0,84795.0
2015-05-22,18.299999237060547,18.299999237060547,17.0,18.0,27795.0
2015-05-26,17.0,18.0,17.0,18.0,4365.0
2015-05-27,14.0,14.0,14.0,18.0,96010.0
2015-05-28,18.0,18.0,18.0,18.0,0.0
2015-05-29,17.0,17.0,15.199999809265137,17.0,12956.0
2015-06-01,15.4399995803833,15.4399995803833,15.199999809265137,17.0,9134.0
2015-06-02,15.050000190734863,15.050000190734863,15.050000190734863,17.0,300.0
2015-06-03,15.4399995803833,15.4399995803833,15.050000190734863,17.0,15523.0
2015-06-04,17.0,17.0,17.0,17.0,0.0
2015-06-05,15.4399995803833,15.4399995803833,15.4399995803833,17.0,14000.0
2015-06-08,15.199999809265137,15.199999809265137,15.0,16.0,16644.0
2015-06-09,15.199999809265137,15.199999809265137,15.0,16.0,19114.0
2015-06-10,15.149999618530273,15.149999618530273,15.0,16.0,15270.0
2015-06-11,16.0,16.0,16.0,16.0,0.0
2015-06-12,15.149999618530273,15.199999809265137,13.0,14.0,122850.0
2015-06-15,13.149999618530273,14.0,10.5,12.0,319278.0
2015-06-16,12.699999809265137,12.699999809265137,11.300000190734863,12.5,60395.0
2015-06-17,13.5,13.5,13.5,12.5,7578.0
2015-06-18,11.300000190734863,13.5,11.300000190734863,13.0,37838.0
2015-06-19,13.350000381469727,13.350000381469727,13.350000381469727,13.0,20670.0
2015-06-22,14.0,14.020999908447266,14.0,14.0,250000.0
2015-06-23,14.699999809265137,14.699999809265137,13.020000457763672,14.0,19005.0
2015-06-24,14.0,14.0,14.0,14.0,0.0
2015-06-25,14.449999809265137,14.449999809265137,14.375,14.0,95875.0
2015-06-26,13.109999656677246,15.199999809265137,13.109999656677246,14.5,94163.0
2015-06-29,15.399999618530273,15.399999618530273,13.149999618530273,14.5,4272.0
2015-06-30,15.324999809265137,15.324999809265137,13.414999961853027,14.5,19037.0
2015-07-01,15.244999885559082,16.100000381469727,15.244999885559082,15.0,7999.0
2015-07-02,13.0,16.0,13.0,15.0,22651.0
2015-07-03,14.449999809265137,16.0,14.449999809265137,15.0,55000.0
2015-07-06,12.0,15.699999809265137,12.0,15.0,144545.0
2015-07-07,15.399999618530273,15.399999618530273,15.399999618530273,15.0,55113.0
2015-07-08,15.0,15.0,15.0,15.0,0.0
2015-07-09,14.020000457763672,14.020999908447266,12.100000381469727,15.0,214083.0
2015-07-10,13.399999618530273,13.399999618530273,13.399999618530273,15.0,100000.0
2015-07-13,13.199999809265137,14.399999618530273,13.199999809265137,15.0,7034.0
2015-07-14,14.399999618530273,14.399999618530273,14.399999618530273,15.0,34722.0
2015-07-15,13.199999809265137,13.199999809265137,13.199999809265137,15.0,3000.0
2015-07-16,13.199999809265137,15.399999618530273,13.199999809265137,15.0,15387.0
2015-07-17,15.1899995803833,15.1899995803833,13.239999771118164,15.0,230.0
2015-07-20,13.050000190734863,15.1899995803833,13.050000190734863,15.0,5484.0
2015-07-21,15.1899995803833,15.1899995803833,15.1899995803833,15.0,3213.0
2015-07-22,15.0,15.0,15.0,15.0,0.0
2015-07-23,15.0,15.0,15.0,15.0,0.0
2015-07-24,15.0,15.0,15.0,15.0,0.0
2015-07-27,13.239999771118164,13.239999771118164,13.239999771118164,14.0,10000.0
2015-07-28,14.0,16.0,14.0,15.0,157000.0
2015-07-29,15.0,15.0,15.0,15.0,0.0
2015-07-30,16.0,16.0,16.0,15.0,3092.0
2015-07-31,16.0,17.0,16.0,15.0,109323.0
2015-08-03,14.0,16.375,12.5,15.0,164152.0
2015-08-04,14.899999618530273,14.899999618530273,14.899999618530273,15.5,10000.0
2015-08-05,16.399999618530273,16.399999618530273,16.399999618530273,15.5,6893.0
2015-08-06,16.34000015258789,16.34000015258789,16.34000015258789,15.5,3000.0
2015-08-07,15.5,15.5,15.5,15.5,0.0
2015-08-10,14.449999809265137,14.699999809265137,13.25,14.0,136802.0
2015-08-11,14.699999809265137,14.699999809265137,14.699999809265137,14.0,6717.0
2015-08-12,14.699999809265137,14.699999809265137,13.300000190734863,14.0,36717.0
2015-08-13,14.0,14.0,14.0,14.0,0.0
2015-08-14,13.199999809265137,13.199999809265137,13.199999809265137,14.0,20000.0
2015-08-17,13.300000190734863,13.300000190734863,13.300000190734863,14.0,2140.0
